"Level","ProvinceID","Province","MunicipalityID","Municipality","AgeGroup","Male","Female","Total","ScrapedOn"
"Municipality","1","Eastern Cape","1137","EC444 - Ntabankulu","30-39","8362","9476","17838","2026-09-22"
"Municipality","1","Eastern Cape","1137","EC444 - Ntabankulu","40-49","6277","7223","13500","2026-09-22"
"Municipality","1","Eastern Cape","1137","EC444 - Ntabankulu","50-59","3306","5187","8493","2026-09-22"
"Municipality","1","Eastern Cape","1137","EC444 - Ntabankulu","60-69","2682","4610","7292","2026-09-22"
"Municipality","1","Eastern Cape","1137","EC444 - Ntabankulu","70-79","1448","2909","4357","2026-09-22"
"Municipality","1","Eastern Cape","1137","EC444 - Ntabankulu","80+","1332","2946","4278","2026-09-22"
"Municipality","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","18-19","9604","11222","20826","2026-09-22"
"Municipality","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","20-29","42821","57025","99846","2026-09-22"
"Municipality","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","30-39","56456","70616","127072","2026-09-22"
"Municipality","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","40-49","61659","71159","132818","2026-09-22"
"Municipality","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","50-59","52298","62386","114684","2026-09-22"
"Municipality","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","60-69","35229","48771","84000","2026-09-22"
"Municipality","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","70-79","15917","25712","41629","2026-09-22"
"Municipality","1","Eastern Cape","1001","NMA - Nelson Mandela Bay","80+","5149","10429","15578","2026-09-22"
"Province","2","Free State","","","18-19","15772","19554","35326","2026-09-22"
"Province","2","Free State","","","20-29","106355","133100","239455","2026-09-22"
"Province","2","Free State","","","30-39","161154","187046","348200","2026-09-22"
"Province","2","Free State","","","40-49","159114","176319","335433","2026-09-22"
"Province","2","Free State","","","50-59","118584","140232","258816","2026-09-22"
"Province","2","Free State","","","60-69","76704","109229","185933","2026-09-22"
"Province","2","Free State","","","70-79","33633","58616","92249","2026-09-22"
"Province","2","Free State","","","80+","10627","26988","37615","2026-09-22"
"Municipality","2","Free State","2202","FS161 - Letsemeng","18-19","252","340","592","2026-09-22"
"Municipality","2","Free State","2202","FS161 - Letsemeng","20-29","1818","2036","3854","2026-09-22"
"Municipality","2","Free State","2202","FS161 - Letsemeng","30-39","2216","2612","4828","2026-09-22"
"Municipality","2","Free State","2202","FS161 - Letsemeng","40-49","1998","2232","4230","2026-09-22"
"Municipality","2","Free State","2202","FS161 - Letsemeng","50-59","1624","1957","3581","2026-09-22"
"Municipality","2","Free State","2202","FS161 - Letsemeng","60-69","1161","1401","2562","2026-09-22"
"Municipality","2","Free State","2202","FS161 - Letsemeng","70-79","509","656","1165","2026-09-22"
"Municipality","2","Free State","2202","FS161 - Letsemeng","80+","129","289","418","2026-09-22"
"Municipality","2","Free State","2203","FS162 - Kopanong","18-19","290","357","647","2026-09-22"
"Municipality","2","Free State","2203","FS162 - Kopanong","20-29","1801","2283","4084","2026-09-22"
"Municipality","2","Free State","2203","FS162 - Kopanong","30-39","2847","3400","6247","2026-09-22"
"Municipality","2","Free State","2203","FS162 - Kopanong","40-49","2828","3032","5860","2026-09-22"
"Municipality","2","Free State","2203","FS162 - Kopanong","50-59","2150","2522","4672","2026-09-22"
"Municipality","2","Free State","2203","FS162 - Kopanong","60-69","1453","1876","3329","2026-09-22"
"Municipality","2","Free State","2203","FS162 - Kopanong","70-79","649","1074","1723","2026-09-22"
"Municipality","2","Free State","2203","FS162 - Kopanong","80+","220","460","680","2026-09-22"
"Municipality","2","Free State","2204","FS163 - Mohokare","18-19","234","261","495","2026-09-22"
"Municipality","2","Free State","2204","FS163 - Mohokare","20-29","1486","1921","3407","2026-09-22"
"Municipality","2","Free State","2204","FS163 - Mohokare","30-39","2123","2395","4518","2026-09-22"
"Municipality","2","Free State","2204","FS163 - Mohokare","40-49","1867","2112","3979","2026-09-22"
"Municipality","2","Free State","2204","FS163 - Mohokare","50-59","1415","1682","3097","2026-09-22"
"Municipality","2","Free State","2204","FS163 - Mohokare","60-69","851","1314","2165","2026-09-22"
"Municipality","2","Free State","2204","FS163 - Mohokare","70-79","483","801","1284","2026-09-22"
"Municipality","2","Free State","2204","FS163 - Mohokare","80+","222","752","974","2026-09-22"
"Municipality","2","Free State","2210","FS181 - Masilonyana","18-19","364","461","825","2026-09-22"
"Municipality","2","Free State","2210","FS181 - Masilonyana","20-29","2513","2964","5477","2026-09-22"
"Municipality","2","Free State","2210","FS181 - Masilonyana","30-39","3267","3727","6994","2026-09-22"
"Municipality","2","Free State","2210","FS181 - Masilonyana","40-49","3530","3573","7103","2026-09-22"
"Municipality","2","Free State","2210","FS181 - Masilonyana","50-59","2842","2808","5650","2026-09-22"
"Municipality","2","Free State","2210","FS181 - Masilonyana","60-69","1615","2166","3781","2026-09-22"
"Municipality","2","Free State","2210","FS181 - Masilonyana","70-79","734","1255","1989","2026-09-22"
"Municipality","2","Free State","2210","FS181 - Masilonyana","80+","210","549","759","2026-09-22"
"Municipality","2","Free State","2211","FS182 - Tokologo","18-19","176","213","389","2026-09-22"
"Municipality","2","Free State","2211","FS182 - Tokologo","20-29","1234","1535","2769","2026-09-22"
"Municipality","2","Free State","2211","FS182 - Tokologo","30-39","1581","1924","3505","2026-09-22"
"Municipality","2","Free State","2211","FS182 - Tokologo","40-49","1544","1656","3200","2026-09-22"
"Municipality","2","Free State","2211","FS182 - Tokologo","50-59","1268","1349","2617","2026-09-22"
"Municipality","2","Free State","2211","FS182 - Tokologo","60-69","763","920","1683","2026-09-22"
"Municipality","2","Free State","2211","FS182 - Tokologo","70-79","312","521","833","2026-09-22"
"Municipality","2","Free State","2211","FS182 - Tokologo","80+","97","208","305","2026-09-22"
"Municipality","2","Free State","2212","FS183 - Tswelopele","18-19","271","351","622","2026-09-22"
"Municipality","2","Free State","2212","FS183 - Tswelopele","20-29","2212","2840","5052","2026-09-22"
"Municipality","2","Free State","2212","FS183 - Tswelopele","30-39","3192","3621","6813","2026-09-22"
"Municipality","2","Free State","2212","FS183 - Tswelopele","40-49","2850","3220","6070","2026-09-22"
"Municipality","2","Free State","2212","FS183 - Tswelopele","50-59","2025","2385","4410","2026-09-22"
"Municipality","2","Free State","2212","FS183 - Tswelopele","60-69","1338","1759","3097","2026-09-22"
"Municipality","2","Free State","2212","FS183 - Tswelopele","70-79","561","921","1482","2026-09-22"
"Municipality","2","Free State","2212","FS183 - Tswelopele","80+","151","397","548","2026-09-22"
"Municipality","2","Free State","2213","FS184 - Matjhabeng","18-19","1824","2175","3999","2026-09-22"
"Municipality","2","Free State","2213","FS184 - Matjhabeng","20-29","12620","15936","28556","2026-09-22"
"Municipality","2","Free State","2213","FS184 - Matjhabeng","30-39","22010","25432","47442","2026-09-22"
"Municipality","2","Free State","2213","FS184 - Matjhabeng","40-49","21959","23656","45615","2026-09-22"
"Municipality","2","Free State","2213","FS184 - Matjhabeng","50-59","16239","19211","35450","2026-09-22"
"Municipality","2","Free State","2213","FS184 - Matjhabeng","60-69","12757","16187","28944","2026-09-22"
"Municipality","2","Free State","2213","FS184 - Matjhabeng","70-79","4969","7337","12306","2026-09-22"
"Municipality","2","Free State","2213","FS184 - Matjhabeng","80+","1334","2793","4127","2026-09-22"
"Municipality","2","Free State","2214","FS185 - Nala","18-19","524","603","1127","2026-09-22"
"Municipality","2","Free State","2214","FS185 - Nala","20-29","3212","3652","6864","2026-09-22"
"Municipality","2","Free State","2214","FS185 - Nala","30-39","4150","5095","9245","2026-09-22"
"Municipality","2","Free State","2214","FS185 - Nala","40-49","4614","5130","9744","2026-09-22"
"Municipality","2","Free State","2214","FS185 - Nala","50-59","3315","3823","7138","2026-09-22"
"Municipality","2","Free State","2214","FS185 - Nala","60-69","2086","2923","5009","2026-09-22"
"Municipality","2","Free State","2214","FS185 - Nala","70-79","971","1769","2740","2026-09-22"
"Municipality","2","Free State","2214","FS185 - Nala","80+","283","752","1035","2026-09-22"
"Municipality","2","Free State","2216","FS191 - Setsoto","18-19","520","673","1193","2026-09-22"
"Municipality","2","Free State","2216","FS191 - Setsoto","20-29","3738","4570","8308","2026-09-22"
"Municipality","2","Free State","2216","FS191 - Setsoto","30-39","5991","7134","13125","2026-09-22"
"Municipality","2","Free State","2216","FS191 - Setsoto","40-49","6171","7237","13408","2026-09-22"
"Municipality","2","Free State","2216","FS191 - Setsoto","50-59","4591","5466","10057","2026-09-22"
"Municipality","2","Free State","2216","FS191 - Setsoto","60-69","2791","4443","7234","2026-09-22"
"Municipality","2","Free State","2216","FS191 - Setsoto","70-79","1470","2674","4144","2026-09-22"
"Municipality","2","Free State","2216","FS191 - Setsoto","80+","685","1942","2627","2026-09-22"
"Municipality","2","Free State","2217","FS192 - Dihlabeng","18-19","774","947","1721","2026-09-22"
"Municipality","2","Free State","2217","FS192 - Dihlabeng","20-29","5776","6765","12541","2026-09-22"
"Municipality","2","Free State","2217","FS192 - Dihlabeng","30-39","8382","9581","17963","2026-09-22"
"Municipality","2","Free State","2217","FS192 - Dihlabeng","40-49","8106","8991","17097","2026-09-22"
"Municipality","2","Free State","2217","FS192 - Dihlabeng","50-59","5968","6762","12730","2026-09-22"
"Municipality","2","Free State","2217","FS192 - Dihlabeng","60-69","3585","5218","8803","2026-09-22"
"Municipality","2","Free State","2217","FS192 - Dihlabeng","70-79","1615","2876","4491","2026-09-22"
"Municipality","2","Free State","2217","FS192 - Dihlabeng","80+","645","1569","2214","2026-09-22"
"Municipality","2","Free State","2218","FS193 - Nketoana","18-19","370","452","822","2026-09-22"
"Municipality","2","Free State","2218","FS193 - Nketoana","20-29","2408","2996","5404","2026-09-22"
"Municipality","2","Free State","2218","FS193 - Nketoana","30-39","3445","4129","7574","2026-09-22"
"Municipality","2","Free State","2218","FS193 - Nketoana","40-49","3309","4050","7359","2026-09-22"
"Municipality","2","Free State","2218","FS193 - Nketoana","50-59","2306","2871","5177","2026-09-22"
"Municipality","2","Free State","2218","FS193 - Nketoana","60-69","1512","2302","3814","2026-09-22"
"Municipality","2","Free State","2218","FS193 - Nketoana","70-79","698","1271","1969","2026-09-22"
"Municipality","2","Free State","2218","FS193 - Nketoana","80+","196","553","749","2026-09-22"
"Municipality","2","Free State","2219","FS194 - Maluti a Phofung","18-19","2066","2451","4517","2026-09-22"
"Municipality","2","Free State","2219","FS194 - Maluti a Phofung","20-29","12886","17433","30319","2026-09-22"
"Municipality","2","Free State","2219","FS194 - Maluti a Phofung","30-39","21615","25538","47153","2026-09-22"
"Municipality","2","Free State","2219","FS194 - Maluti a Phofung","40-49","18575","22838","41413","2026-09-22"
"Municipality","2","Free State","2219","FS194 - Maluti a Phofung","50-59","12304","17323","29627","2026-09-22"
"Municipality","2","Free State","2219","FS194 - Maluti a Phofung","60-69","8019","13940","21959","2026-09-22"
"Municipality","2","Free State","2219","FS194 - Maluti a Phofung","70-79","3449","7460","10909","2026-09-22"
"Municipality","2","Free State","2219","FS194 - Maluti a Phofung","80+","984","3016","4000","2026-09-22"
"Municipality","2","Free State","2220","FS195 - Phumelela","18-19","202","261","463","2026-09-22"
"Municipality","2","Free State","2220","FS195 - Phumelela","20-29","1773","2274","4047","2026-09-22"
"Municipality","2","Free State","2220","FS195 - Phumelela","30-39","2909","3396","6305","2026-09-22"
"Municipality","2","Free State","2220","FS195 - Phumelela","40-49","2759","2902","5661","2026-09-22"
"Municipality","2","Free State","2220","FS195 - Phumelela","50-59","2000","2255","4255","2026-09-22"
"Municipality","2","Free State","2220","FS195 - Phumelela","60-69","1338","1834","3172","2026-09-22"
"Municipality","2","Free State","2220","FS195 - Phumelela","70-79","587","942","1529","2026-09-22"
"Municipality","2","Free State","2220","FS195 - Phumelela","80+","166","393","559","2026-09-22"
"Municipality","2","Free State","2208","FS196 - Mantsopa","18-19","371","406","777","2026-09-22"
"Municipality","2","Free State","2208","FS196 - Mantsopa","20-29","2356","2634","4990","2026-09-22"
"Municipality","2","Free State","2208","FS196 - Mantsopa","30-39","3163","3588","6751","2026-09-22"
"Municipality","2","Free State","2208","FS196 - Mantsopa","40-49","3048","3237","6285","2026-09-22"
"Municipality","2","Free State","2208","FS196 - Mantsopa","50-59","2389","2604","4993","2026-09-22"
"Municipality","2","Free State","2208","FS196 - Mantsopa","60-69","1412","2109","3521","2026-09-22"
"Municipality","2","Free State","2208","FS196 - Mantsopa","70-79","677","1305","1982","2026-09-22"
"Municipality","2","Free State","2208","FS196 - Mantsopa","80+","307","775","1082","2026-09-22"
"Municipality","2","Free State","2222","FS201 - Moqhaka","18-19","1039","1162","2201","2026-09-22"
"Municipality","2","Free State","2222","FS201 - Moqhaka","20-29","5554","6335","11889","2026-09-22"
"Municipality","2","Free State","2222","FS201 - Moqhaka","30-39","7778","8889","16667","2026-09-22"
"Municipality","2","Free State","2222","FS201 - Moqhaka","40-49","8865","9335","18200","2026-09-22"
"Municipality","2","Free State","2222","FS201 - Moqhaka","50-59","6939","7454","14393","2026-09-22"
"Municipality","2","Free State","2222","FS201 - Moqhaka","60-69","4406","6310","10716","2026-09-22"
"Municipality","2","Free State","2222","FS201 - Moqhaka","70-79","1963","3591","5554","2026-09-22"
"Municipality","2","Free State","2222","FS201 - Moqhaka","80+","538","1594","2132","2026-09-22"
"Municipality","2","Free State","2223","FS203 - Ngwathe","18-19","497","616","1113","2026-09-22"
"Municipality","2","Free State","2223","FS203 - Ngwathe","20-29","3250","4054","7304","2026-09-22"
"Municipality","2","Free State","2223","FS203 - Ngwathe","30-39","4749","5915","10664","2026-09-22"
"Municipality","2","Free State","2223","FS203 - Ngwathe","40-49","5217","5914","11131","2026-09-22"
"Municipality","2","Free State","2223","FS203 - Ngwathe","50-59","4180","5018","9198","2026-09-22"
"Municipality","2","Free State","2223","FS203 - Ngwathe","60-69","2909","4075","6984","2026-09-22"
"Municipality","2","Free State","2223","FS203 - Ngwathe","70-79","1534","2513","4047","2026-09-22"
"Municipality","2","Free State","2223","FS203 - Ngwathe","80+","509","1205","1714","2026-09-22"
"Municipality","2","Free State","2224","FS204 - Metsimaholo","18-19","1259","1538","2797","2026-09-22"
"Municipality","2","Free State","2224","FS204 - Metsimaholo","20-29","8301","9715","18016","2026-09-22"
"Municipality","2","Free State","2224","FS204 - Metsimaholo","30-39","11887","12893","24780","2026-09-22"
"Municipality","2","Free State","2224","FS204 - Metsimaholo","40-49","12574","12627","25201","2026-09-22"
"Municipality","2","Free State","2224","FS204 - Metsimaholo","50-59","9161","9360","18521","2026-09-22"
"Municipality","2","Free State","2224","FS204 - Metsimaholo","60-69","5484","6758","12242","2026-09-22"
"Municipality","2","Free State","2224","FS204 - Metsimaholo","70-79","2318","3284","5602","2026-09-22"
"Municipality","2","Free State","2224","FS204 - Metsimaholo","80+","661","1328","1989","2026-09-22"
"Municipality","2","Free State","2225","FS205 - Mafube","18-19","387","474","861","2026-09-22"
"Municipality","2","Free State","2225","FS205 - Mafube","20-29","2183","2571","4754","2026-09-22"
"Municipality","2","Free State","2225","FS205 - Mafube","30-39","3193","4014","7207","2026-09-22"
"Municipality","2","Free State","2225","FS205 - Mafube","40-49","3472","3883","7355","2026-09-22"
"Municipality","2","Free State","2225","FS205 - Mafube","50-59","2358","2884","5242","2026-09-22"
"Municipality","2","Free State","2225","FS205 - Mafube","60-69","1627","2352","3979","2026-09-22"
"Municipality","2","Free State","2225","FS205 - Mafube","70-79","691","1305","1996","2026-09-22"
"Municipality","2","Free State","2225","FS205 - Mafube","80+","221","554","775","2026-09-22"
"Municipality","2","Free State","2207","MAN - Mangaung","18-19","4352","5813","10165","2026-09-22"
"Municipality","2","Free State","2207","MAN - Mangaung","20-29","31234","40586","71820","2026-09-22"
"Municipality","2","Free State","2207","MAN - Mangaung","30-39","46656","53763","100419","2026-09-22"
