"Town","Suburb","Street","Latitude","Longitude","ProvinceID","Province","MunicipalityID","Municipality","WardID","VDNumber","VotingDistrict","VDAddress"
"HAZYVIEW","MANZINI TRUST","CHOCHOCHO","-25.18343","31.13194","5","Mpumalanga","5524","MP326 - City of Mbombela","83206007","54911011","TSEMBANANI PRIMARY SCHOOL","MANZINI TRUST, CHOCHOCHO, HAZYVIEW"
"WHITE RIVER","MGANDUZWENI","MGANDUZWENI","-25.221891","31.095511","5","Mpumalanga","5524","MP326 - City of Mbombela","83206008","54910481","SAKHILE HIGH SCHOOL","MGANDUZWENI, MGANDUZWENI, WHITE RIVER"
"HAZYVIEW","JERUSALEM","JERUSALEM","-25.184087","31.096862","5","Mpumalanga","5524","MP326 - City of Mbombela","83206008","54910504","KHULANI COMBINED SCHOOL","JERUSALEM, JERUSALEM, HAZYVIEW"
"HAZYVIEW","JERUSALEM","JERUSALEM","-25.196654","31.106911","5","Mpumalanga","5524","MP326 - City of Mbombela","83206008","54910515","SAINT JOSEPH CATHOLIC MISSION","JERUSALEM, JERUSALEM, HAZYVIEW"
"WHITE RIVER / NSIKAZI","LEGOGOTE","1 LEGOGOTE","-25.192523","31.102953","5","Mpumalanga","5524","MP326 - City of Mbombela","83206008","54910526","LEGOGOTE PRIMARY SCHOOL","LEGOGOTE, 1 LEGOGOTE, WHITE RIVER / NSIKAZI"
"HAZYVIEW","PHOLA","MTHUNZINI","-25.19244","31.11153","5","Mpumalanga","5524","MP326 - City of Mbombela","83206008","54910661","MTHUNZINI DUTCH REFORMED CHURCH","PHOLA, MTHUNZINI, HAZYVIEW"
"WHITE RIVER","WHITE RIVER","WHITE RIVER","-25.29569","31.005","5","Mpumalanga","5524","MP326 - City of Mbombela","83206008","54910706","UPLANDS COLLEGE ASSOCIATION","WHITE RIVER, WHITE RIVER, WHITE RIVER"
"WHITE RIVER","LEGOGOTE","LEGOGOTE","-25.19369","31.10128","5","Mpumalanga","5524","MP326 - City of Mbombela","83206008","54911033","LEGOGOTE BCC CHURCH","LEGOGOTE, LEGOGOTE, WHITE RIVER"
"HAZYVIEW","SWALALA","SWALALA","-25.18063","31.11194","5","Mpumalanga","5524","MP326 - City of Mbombela","83206008","54911189","MAMALAND DAYCARE CENTRE","SWALALA, SWALALA, HAZYVIEW"
"HAZYVIEW","MGCOBANENI","MGCOBANENI","-25.200714","31.150202","5","Mpumalanga","5524","MP326 - City of Mbombela","83206009","54910436","MGCOBANENI PRIMARY SCHOOL","MGCOBANENI, MGCOBANENI, HAZYVIEW"
"HAZYVIEW","JERUSALEM","JERUSALEM","-25.213378","31.107276","5","Mpumalanga","5524","MP326 - City of Mbombela","83206009","54910447","ENDLUNKULU PRIMARY SCHOOL","JERUSALEM, JERUSALEM, HAZYVIEW"
"WHITE RIVER / NSIKAZI","MGANDUZWENI","MGANDUZWENI","-25.227829","31.104107","5","Mpumalanga","5524","MP326 - City of Mbombela","83206009","54910458","MGANDUZWENI PRIMARY SCHOOL","MGANDUZWENI, MGANDUZWENI, WHITE RIVER / NSIKAZI"
"WHITE RIVER","MGANDUZWENI","MGANDUZWENI","-25.221049","31.098893","5","Mpumalanga","5524","MP326 - City of Mbombela","83206009","54910470","INKHANYETI PRIMARY SCHOOL","MGANDUZWENI, MGANDUZWENI, WHITE RIVER"
"WHITE RIVER","MGANDUZWENI","MGANDUZWENI","-25.22421","31.09896","5","Mpumalanga","5524","MP326 - City of Mbombela","83206009","54911022","MGANDUZWENI ST. JOHNS CHURCH","MGANDUZWENI, MGANDUZWENI, WHITE RIVER"
"WHITE RIVER","MGANDUZWENI","MGANDUZWENI","-25.22222","31.10791","5","Mpumalanga","5524","MP326 - City of Mbombela","83206009","54911044","MGANDUZWENI ASSEMBLY OF GOD CHURCH","MGANDUZWENI, MGANDUZWENI, WHITE RIVER"
"HAZYVIEW","MGCOBANENI","MGCOBANENI","-25.19894","31.14457","5","Mpumalanga","5524","MP326 - City of Mbombela","83206009","54911055","MGCOBANENI ST. JOHNS CHURCH","MGCOBANENI, MGCOBANENI, HAZYVIEW"
"MASOYI TRIBAL","JERUSALEM TRUST","254 JERUSALEM","-25.19785","31.11234","5","Mpumalanga","5524","MP326 - City of Mbombela","83206009","54911224","JERUSALEM SECONDARY SCHOOL","JERUSALEM TRUST, 254 JERUSALEM, MASOYI TRIBAL"
"MBUYANE TRIBAL","CLAU-CLAU TRUST","CLAU CLAU TRUST","-25.364723","31.163588","5","Mpumalanga","5524","MP326 - City of Mbombela","83206010","54910087","MHWAYI PRIMARY SCHOOL","CLAU-CLAU TRUST, CLAU CLAU TRUST, MBUYANE TRIBAL"
"WHITE RIVER / NSIKAZI","CLAU-CLAU","MACAMELA","-25.354125","31.16574","5","Mpumalanga","5524","MP326 - City of Mbombela","83206010","54910100","MACAMELA PRIMARY SCHOOL","CLAU-CLAU, MACAMELA, WHITE RIVER / NSIKAZI"
"MBUYANE TRIBAL","CLAU CLAU","CLAU CLAU TRUST","-25.356878","31.183069","5","Mpumalanga","5524","MP326 - City of Mbombela","83206010","54910111","MBUYANE HIGH SCHOOL","CLAU CLAU, CLAU CLAU TRUST, MBUYANE TRIBAL"
"MBUYANE TRIBAL","CLAU CLAU","CLAU CLAU TRUST","-25.3608","31.18025","5","Mpumalanga","5524","MP326 - City of Mbombela","83206010","54910896","ENKHOKHOKHWENI PRIMARY SCHOOL","CLAU CLAU, CLAU CLAU TRUST, MBUYANE TRIBAL"
"NELSPRUIT","KABOKWENI","CLAU CLAU TRUST","-25.36733","31.1676","5","Mpumalanga","5524","MP326 - City of Mbombela","83206010","54910920","MHLUME SECONDARY SCHOOL","KABOKWENI, CLAU CLAU TRUST, NELSPRUIT"
"NELSPRUIT","KABOKWENI","CLAU CLAU","-25.36391","31.16255","5","Mpumalanga","5524","MP326 - City of Mbombela","83206010","54911066","CLAU CLAU COMMUNITY HALL","KABOKWENI, CLAU CLAU, NELSPRUIT"
"MBUYANE","CLAU CLAU","CLAU CLAU","-25.34834","31.1814","5","Mpumalanga","5524","MP326 - City of Mbombela","83206010","54911190","LIKUSASA LETFU DAYCARE CENTRE","CLAU CLAU, CLAU CLAU, MBUYANE"
"KABOKWENI","CLAU-CLAU","CLAU CLAU TRUST","-25.367668","31.151937","5","Mpumalanga","5524","MP326 - City of Mbombela","83206011","54910076","NYALUNGA PRIMARY SCHOOL","CLAU-CLAU, CLAU CLAU TRUST, KABOKWENI"
"KABOKWENI","NGODINI DAM","1 NGODINI","-25.363238","31.125685","5","Mpumalanga","5524","MP326 - City of Mbombela","83206011","54910177","COPHETSHENI PRIMARY SCHOOL","NGODINI DAM, 1 NGODINI, KABOKWENI"
"KABOKWENI","ERMELO TRUST","ERMELO TRUST","-25.357878","31.149653","5","Mpumalanga","5524","MP326 - City of Mbombela","83206011","54910694","VULEMEHLO PRIMARY SCHOOL","ERMELO TRUST, ERMELO TRUST, KABOKWENI"
"NELSPRUIT","ERMELO TRUST","KHATHWANE","-25.353941","31.137766","5","Mpumalanga","5524","MP326 - City of Mbombela","83206011","54910740","EKUVUKENI APOSTOLIC CHURCH IN ZION","ERMELO TRUST, KHATHWANE, NELSPRUIT"
"NELSPRUIT","KABOKWENI","CLAU CLAU","-25.35837","31.16286","5","Mpumalanga","5524","MP326 - City of Mbombela","83206011","54910773","ARISE AND SHINE JEHOVA RAPHA MINISTRY","KABOKWENI, CLAU CLAU, NELSPRUIT"
"CITY OF MBOMBELA","KABOKWENI","MBOMBELA","-25.355905","31.124623","5","Mpumalanga","5524","MP326 - City of Mbombela","83206011","54910908","GUDUZA SECONDARY SCHOOL","KABOKWENI, MBOMBELA, CITY OF MBOMBELA"
"NELSPRUIT","KABOKWENI","CLAU CLAU","-25.36611","31.15531","5","Mpumalanga","5524","MP326 - City of Mbombela","83206011","54911077","CLAU CLAU FAITH MISSION CHURCH","KABOKWENI, CLAU CLAU, NELSPRUIT"
"NELSPRUIT","KABOKWENI","NGODINI DAM","-25.35735","31.13097","5","Mpumalanga","5524","MP326 - City of Mbombela","83206011","54911088","HOLY ASSEMBLY OF GOD","KABOKWENI, NGODINI DAM, NELSPRUIT"
"NELSPRUIT","SCHOEMANSKLOOF","1 SCHOEMANSKLOOF ROAD","-25.39397","30.60213","5","Mpumalanga","5524","MP326 - City of Mbombela","83206012","54870026","MASHOBOTHO FARMERS HALL","SCHOEMANSKLOOF, 1 SCHOEMANSKLOOF ROAD, NELSPRUIT"
"NELSPRUIT","NGODWANA","NGODWANA PLANTATION","-25.56817","30.64945","5","Mpumalanga","5524","MP326 - City of Mbombela","83206012","54870037","NGODWANA RIVER SCHOOL","NGODWANA, NGODWANA PLANTATION, NELSPRUIT"
"NELSPRUIT","NGODWANA","1 NGODWANA STREET","-25.58608","30.650977","5","Mpumalanga","5524","MP326 - City of Mbombela","83206012","54870048","OLD JABULANI COMMUNITY HALL","NGODWANA, 1 NGODWANA STREET, NELSPRUIT"
"NELSPRUIT","BERLIN FARM","1 BERLIN STREET","-25.564055","30.740356","5","Mpumalanga","5524","MP326 - City of Mbombela","83206012","54870059","BERLIN FARM SCHOOL","BERLIN FARM, 1 BERLIN STREET, NELSPRUIT"
"NELSPRUIT","ALKMAAR","KERKTERREIN","-25.44308","30.820704","5","Mpumalanga","5524","MP326 - City of Mbombela","83206012","54870060","ALKMAAR NG CHURCH","ALKMAAR, KERKTERREIN, NELSPRUIT"
"NELSPRUIT","CAIRN","CNR BURNSIDE ROAD & N4","-25.44694","30.88477","5","Mpumalanga","5524","MP326 - City of Mbombela","83206012","54870093","DESTINY PRIVATE COLLEGE ","CAIRN, CNR BURNSIDE ROAD & N4, NELSPRUIT"
"NELSPRUIT","SCHAGEN","1 N4 SCHAGEN","-25.43087","30.78702","5","Mpumalanga","5524","MP326 - City of Mbombela","83206012","54870194","SCHAGEN MININNG WORKSHOP TENT","SCHAGEN, 1 N4 SCHAGEN, NELSPRUIT"
"CITY OF MBOMBELA","ELANDSHOEK","ELANDSHOEK FALLS","-25.49889","30.71065","5","Mpumalanga","5524","MP326 - City of Mbombela","83206012","54870284","ELANDSHOEK COMMUNITY HALL","ELANDSHOEK, ELANDSHOEK FALLS, CITY OF MBOMBELA"
"NELSPRUIT","MATSULU A","GOVEN MBEKI STREET","-25.525117","31.362704","5","Mpumalanga","5524","MP326 - City of Mbombela","83206013","54790106","MATSULU PRIMARY SCHOOL","MATSULU A, GOVEN MBEKI STREET, NELSPRUIT"
"NELSPRUIT","MATSULU","MADIBA STREET","-25.522009","31.354392","5","Mpumalanga","5524","MP326 - City of Mbombela","83206013","54790117","TSANDZANANI PRIMARY SCHOOL","MATSULU, MADIBA STREET, NELSPRUIT"
"MBOMBELA [NELSPRUIT]","MATSULU","MASHABANE STREET","-25.517802","31.352505","5","Mpumalanga","5524","MP326 - City of Mbombela","83206013","54790599","MATSULU COMMUNITY HALL","MATSULU, MASHABANE STREET, MBOMBELA [NELSPRUIT]"
"MBOMBELA [NELSPRUIT]","MATSULU","SENATOR STREET","-25.52","31.35768","5","Mpumalanga","5524","MP326 - City of Mbombela","83206013","54790601","ENZANI PRIMARY SCHOOL","MATSULU, SENATOR STREET, MBOMBELA [NELSPRUIT]"
"NELSPRUIT","WEST ACRES","05  KIEPERSOL STREET","-25.4725","30.96456","5","Mpumalanga","5524","MP326 - City of Mbombela","83206014","54790083","ST. MARK'S INTERNATIONAL COLLEGE","WEST ACRES, 05  KIEPERSOL STREET, NELSPRUIT"
"NELSPRUIT","WEST ACRES","PERCY FITZPATRICK","-25.48995","30.95287","5","Mpumalanga","5524","MP326 - City of Mbombela","83206014","54790702","LUTHERAN CHURCH","WEST ACRES, PERCY FITZPATRICK, NELSPRUIT"
"MBOMBELA","MATAFFIN","MATAFFIN","-25.45633","30.930806","5","Mpumalanga","5524","MP326 - City of Mbombela","83206014","54870183","GOOD HOPE CENTRE","MATAFFIN, MATAFFIN, MBOMBELA"
"NELSPRUIT","PENRYN","PENRYN","-25.40846","30.97549","5","Mpumalanga","5524","MP326 - City of Mbombela","83206014","54870240","PENRYN COLLEGE","PENRYN, PENRYN, NELSPRUIT"
"WHITE RIVER","MSHOLOZI","PHUMLANI","-25.35372","30.98158","5","Mpumalanga","5524","MP326 - City of Mbombela","83206014","54870262","BOSCHRAND  PRIMARY SCHOOL","MSHOLOZI, PHUMLANI, WHITE RIVER"
"NELSPRUIT","NELSPRUIT","MATAFIN TRUST","-25.47339","30.926156","5","Mpumalanga","5524","MP326 - City of Mbombela","83206014","54870273","JOHN MDLULI PRIMARY SCHOOL","NELSPRUIT, MATAFIN TRUST, NELSPRUIT"
"NELSPRUIT","EVEREST COLLEGE","EVEREST COLLEGE","-25.342","30.98055","5","Mpumalanga","5524","MP326 - City of Mbombela","83206014","54870307","EVEREST COLLEGE OF EXCELLENCE","EVEREST COLLEGE, EVEREST COLLEGE, NELSPRUIT"
"NELSPRUIT","SONHEUWEL TOWNSHIP","1 NEETHLING STREET","-25.488282","30.970172","5","Mpumalanga","5524","MP326 - City of Mbombela","83206015","54790027","ST PETERS SCHOOL","SONHEUWEL TOWNSHIP, 1 NEETHLING STREET, NELSPRUIT"
"NELSPRUIT","MBOMBELA","ALIBAMAR STREET","-25.4936","30.95728","5","Mpumalanga","5524","MP326 - City of Mbombela","83206015","54790094","LAERSKOOL LAEVELD","MBOMBELA, ALIBAMAR STREET, NELSPRUIT"
"NELSPRUIT","SONHEAWUEL","WESTEND SHOPPING CENTRE, CNR  MADIBA DRIVE & ENOS","-25.491845","30.962513","5","Mpumalanga","5524","MP326 - City of Mbombela","83206015","54790892","WESTEND SPUR PARKING","SONHEAWUEL, WESTEND SHOPPING CENTRE, CNR  MADIBA DRIVE & ENOS, NELSPRUIT"
"NELSPRUIT","NELSPRUIT","PORTION 12 FARM MAGGIESDAL 456JT","-25.509851","30.952234","5","Mpumalanga","5524","MP326 - City of Mbombela","83206015","54870116","ISECURE NELSPRUIT","NELSPRUIT, PORTION 12 FARM MAGGIESDAL 456JT, NELSPRUIT"
"NELSPRUIT","SONHEUWEL TOWN","1 NEL STREET","-25.475469","30.975201","5","Mpumalanga","5524","MP326 - City of Mbombela","83206016","54790016","NELSPRUIT CIVIC CENTRE","SONHEUWEL TOWN, 1 NEL STREET, NELSPRUIT"
"NELSPRUIT","VALENCIA PARK","1 DELPHINIUM STREET","-25.466899","30.993983","5","Mpumalanga","5524","MP326 - City of Mbombela","83206016","54790061","VALENCIA PARK COMMUNITY HALL","VALENCIA PARK, 1 DELPHINIUM STREET, NELSPRUIT"
"NELSPRUIT","WEST ACRES TOWNSHIP","C/O KORAALBOOM/KAAPSCHE HOOP","-25.471799","30.959664","5","Mpumalanga","5524","MP326 - City of Mbombela","83206016","54790072","EHLANZENI TVET COLLEGE NELSPRUIT CAMPUS","WEST ACRES TOWNSHIP, C/O KORAALBOOM/KAAPSCHE HOOP, NELSPRUIT"
"NELSPRUIT","NELSPRUIT","NELSPRUIT","-25.481342","30.96501","5","Mpumalanga","5524","MP326 - City of Mbombela","83206016","54790803","HOËRSKOOL BERGVLAM","NELSPRUIT, NELSPRUIT, NELSPRUIT"
"NELSPRUIT","NELSPRUIT","HENSHALL","-25.47353","30.98565","5","Mpumalanga","5524","MP326 - City of Mbombela","83206016","54790904","LAERSKOOL  NELSPRUIT","NELSPRUIT, HENSHALL, NELSPRUIT"
"NELSPRUIT","STEILTES","AURORA STREET","-25.500378","31.002565","5","Mpumalanga","5524","MP326 - City of Mbombela","83206017","54790421","LOWVELD COUNTRY CLUB","STEILTES, AURORA STREET, NELSPRUIT"
"NELSPRUIT","MBOMBELA","NELSPRUIT","-25.49238","30.9893","5","Mpumalanga","5524","MP326 - City of Mbombela","83206017","54790432","BERGLAND PRIMARY SCHOOL","MBOMBELA, NELSPRUIT, NELSPRUIT"
"NELSPRUIT","NELSVILLE","NELSVILLE","-25.47829","31.01048","5","Mpumalanga","5524","MP326 - City of Mbombela","83206017","54790487","NELSVILLE COMMUNITY CENTRE","NELSVILLE, NELSVILLE, NELSPRUIT"
"NELSPRUIT","HIGHLANDS","HIGHLANDS  FARM","-25.540486","31.020781","5","Mpumalanga","5524","MP326 - City of Mbombela","83206017","54870149","HLATI FARM HALL","HIGHLANDS, HIGHLANDS  FARM, NELSPRUIT"
"MBOMBELA [NELSPRUIT]","TEKWANE SOUTH","TEKWANE SOUTH","-25.481199","31.144573","5","Mpumalanga","5524","MP326 - City of Mbombela","83206018","54790230","TEKWANE PRIMARY SCHOOL","TEKWANE SOUTH, TEKWANE SOUTH, MBOMBELA [NELSPRUIT]"
"NELSPRUIT","KAMAGUGU","116 NGWENYA STREET","-25.455482","31.004562","5","Mpumalanga","5524","MP326 - City of Mbombela","83206018","54790498","KAMAGUGU PRIMARY SCHOOL","KAMAGUGU, 116 NGWENYA STREET, NELSPRUIT"
"NELSPRUIT","MAYFERN","N4  ROAD","-25.47379","31.03871","5","Mpumalanga","5524","MP326 - City of Mbombela","83206018","54870138","CROCODILE VALLEY PRIMARY SCHOOL","MAYFERN, N4  ROAD, NELSPRUIT"
"MBOMBELA","KAMAGUGU","108 FRIEDEHEIM FARM","-25.44722","31.0132","5","Mpumalanga","5524","MP326 - City of Mbombela","83206018","54870172","CHURCH ON THE HILL","KAMAGUGU, 108 FRIEDEHEIM FARM, MBOMBELA"
"MBOMBELA","DE HOOP","MARA (N4 ROAD)","-25.50108","31.16342","5","Mpumalanga","5524","MP326 - City of Mbombela","83206018","54870239","TENT AT DE HOOP","DE HOOP, MARA (N4 ROAD), MBOMBELA"
"NELSPRUIT","CITY OF MBOMBELA","N4 ROAD","-25.47889","31.10705","5","Mpumalanga","5524","MP326 - City of Mbombela","83206018","54870251","NELSPRUIT TRUCK & HIRE","CITY OF MBOMBELA, N4 ROAD, NELSPRUIT"
"MBOMBELA","KARINO ESTATES","126 KARINO ESTATE","-25.462201","31.103212","5","Mpumalanga","5524","MP326 - City of Mbombela","83206018","54870295","DIVINE PRAISE MINISTRIES","KARINO ESTATES, 126 KARINO ESTATE, MBOMBELA"
"NELSPRUIT","KANYAMAZANE","1 KANYAMAZANE STREET","-25.4841","31.18088","5","Mpumalanga","5524","MP326 - City of Mbombela","83206019","54790229","MGWENYA COLLEGE","KANYAMAZANE, 1 KANYAMAZANE STREET, NELSPRUIT"
"NELSPRUIT","KANYAMAZANE","24 MOYA STREET KANYAMAZANE 1214","-25.469837","31.179866","5","Mpumalanga","5524","MP326 - City of Mbombela","83206019","54790241","CATFULANI PRIMARY SCHOOL","KANYAMAZANE, 24 MOYA STREET KANYAMAZANE 1214, NELSPRUIT"
"NELSPRUIT","KANYAMAZANE","2211 KANYAMAZANE STREET","-25.47747","31.1814","5","Mpumalanga","5524","MP326 - City of Mbombela","83206019","54790443","THANDULWAZI PRIMARY SCHOOL","KANYAMAZANE, 2211 KANYAMAZANE STREET, NELSPRUIT"
"NELSPRUIT","KANYAMAZANE","1 KANYAMAZANE STREET","-25.47045","31.17255","5","Mpumalanga","5524","MP326 - City of Mbombela","83206019","54790454","Z B KUNENE HIGH SCHOOL","KANYAMAZANE, 1 KANYAMAZANE STREET, NELSPRUIT"
"NELSPRUIT","KANYAMAZANE","KANYAMAZANE","-25.4784","31.17185","5","Mpumalanga","5524","MP326 - City of Mbombela","83206019","54790500","EHLANZENI FET COLLEGE (KANYAMAZANE CAMPUS)","KANYAMAZANE, KANYAMAZANE, NELSPRUIT"
"NELSPRUIT","TEKWANE SOUTH","805 ENTOKOZWENI","-25.47522","31.1524","5","Mpumalanga","5524","MP326 - City of Mbombela","83206019","54790825","WORD OF LIFE BIBLE CHURCH","TEKWANE SOUTH, 805 ENTOKOZWENI, NELSPRUIT"
"NELSPRUIT","MBOMBELA","KANYAMAZANE","-25.45582","31.16956","5","Mpumalanga","5524","MP326 - City of Mbombela","83206020","54790274","KHALIPHANI SECONDARY SCHOOL","MBOMBELA, KANYAMAZANE, NELSPRUIT"
"NELSPRUIT","KANYAMAZANE","1 KANYAMAZANE STREET","-25.44776","31.17087","5","Mpumalanga","5524","MP326 - City of Mbombela","83206020","54790285","LEKAZI PRIMARY SCHOOL","KANYAMAZANE, 1 KANYAMAZANE STREET, NELSPRUIT"
"MBOMBELA [NELSPRUIT]","KANYAMAZANE","477/24 ENTOKOZWENI","-25.448462","31.16522","5","Mpumalanga","5524","MP326 - City of Mbombela","83206020","54790656","ENTOKOZWENI PRE-SCHOOL","KANYAMAZANE, 477/24 ENTOKOZWENI, MBOMBELA [NELSPRUIT]"
"NELSPRUIT","KANYAMAZANE","KANYAMAZANE","-25.45355","31.17229","5","Mpumalanga","5524","MP326 - City of Mbombela","83206020","54790713","ALLIANCE CHURCH","KANYAMAZANE, KANYAMAZANE, NELSPRUIT"
"NELSPRUIT","KANYAMAZANE","1 KANYAMAZANE","-25.4659","31.1833","5","Mpumalanga","5524","MP326 - City of Mbombela","83206021","54790252","KANYAMAZANE COMMUNITY HALL","KANYAMAZANE, 1 KANYAMAZANE, NELSPRUIT"
"KANYAMAZANE","KANYAMAZANE","MAKOTAPENI STREET","-25.459677","31.183876","5","Mpumalanga","5524","MP326 - City of Mbombela","83206021","54790511","TENTELENI PRIMARY SCHOOL","KANYAMAZANE, MAKOTAPENI STREET, KANYAMAZANE"
"MBOMBELA [NELSPRUIT]","KANYAMAZANE-6","KANYAMAZANE-6","-25.44452","31.17598","5","Mpumalanga","5524","MP326 - City of Mbombela","83206021","54790533","MARULA PARK PRE-SCHOOL","KANYAMAZANE-6, KANYAMAZANE-6, MBOMBELA [NELSPRUIT]"
"MBOMBELA [NELSPRUIT]","KANYAMAZANE","CHRIS HANI","-25.458645","31.177721","5","Mpumalanga","5524","MP326 - City of Mbombela","83206021","54790612","LEKAZI CENTRAL HIGH SCHOOL","KANYAMAZANE, CHRIS HANI, MBOMBELA [NELSPRUIT]"
"NELSPRUIT","KANYAMAZANE","KANYAMAZANE","-25.45588","31.1783","5","Mpumalanga","5524","MP326 - City of Mbombela","83206021","54790645","TIPHEMBELENI PRIMARY SCHOOL","KANYAMAZANE, KANYAMAZANE, NELSPRUIT"
"NELSPRUIT","MSOGWABA","1 STREET MSOGWABA","-25.428439","31.159026","5","Mpumalanga","5524","MP326 - City of Mbombela","83206022","54790320","YEDWA PRIMARY SCHOOL","MSOGWABA, 1 STREET MSOGWABA, NELSPRUIT"
"NELSPRUIT","MSOGWABA","1 MSOGWABA STREET","-25.426485","31.172907","5","Mpumalanga","5524","MP326 - City of Mbombela","83206022","54790331","MSOGWABA PRIMARY SCHOOL","MSOGWABA, 1 MSOGWABA STREET, NELSPRUIT"
"NELSPRUIT","MSOGWABA","119 MSOGWABA STREET","-25.42215","31.16915","5","Mpumalanga","5524","MP326 - City of Mbombela","83206022","54790364","ETIGUBHINI 12 APOSTOLIC CHURCH","MSOGWABA, 119 MSOGWABA STREET, NELSPRUIT"
"NELSPRUIT","MSOGWABA TRUST","6A MSOGWABA","-25.43009","31.17129","5","Mpumalanga","5524","MP326 - City of Mbombela","83206022","54790836","EJ SINGWANE SECONDARY SCHOOL","MSOGWABA TRUST, 6A MSOGWABA, NELSPRUIT"
"DAANTJIE TRIBAL AUTHORITY","DAANTJIE","DAANTJIE","-25.45352","31.19112","5","Mpumalanga","5524","MP326 - City of Mbombela","83206023","54790296","PHOLANI PRIMARY SCHOOL","DAANTJIE, DAANTJIE, DAANTJIE TRIBAL AUTHORITY"
"MPAKENI","MPAKENI","DAANTJIE STREET","-25.43489","31.18394","5","Mpumalanga","5524","MP326 - City of Mbombela","83206023","54790319","MPAKENI TRADITIONAL COUNCIL","MPAKENI, DAANTJIE STREET, MPAKENI"
"NELSPRUIT","DAANTJIE","SHISHILA","-25.43443","31.1724","5","Mpumalanga","5524","MP326 - City of Mbombela","83206023","54790847","JESUS IS THE ANSWER MINISTRIES","DAANTJIE, SHISHILA, NELSPRUIT"
"NELSPRUIT","DAANTJIE","SIBUYILE VILLAGE","-25.4349","31.19461","5","Mpumalanga","5524","MP326 - City of Mbombela","83206023","54790870","SIBUYILE PRIMARY SCHOOL","DAANTJIE, SIBUYILE VILLAGE, NELSPRUIT"
"DAANTJIE","MBOMBELA","DAANTJIE","-25.44202","31.18432","5","Mpumalanga","5524","MP326 - City of Mbombela","83206023","54790915","DELIVERANCE CHRISTIAN CHURCH","MBOMBELA, DAANTJIE, DAANTJIE"
"MPAKENI TRIBAL AUTHORITY","LUPHISI","LUPHISI","-25.40489","31.27965","5","Mpumalanga","5524","MP326 - City of Mbombela","83206024","54790184","LEPESE PRIMARY SCHOOL","LUPHISI, LUPHISI, MPAKENI TRIBAL AUTHORITY"
"NELSPRUIT","MPAKENI","1 MPAKENI","-25.490621","31.24728","5","Mpumalanga","5524","MP326 - City of Mbombela","83206024","54790195","MPAKENI PRIMARY SCHOOL","MPAKENI, 1 MPAKENI, NELSPRUIT"
"NELSPRUIT","DAANTJIE","1 DAANJTIE STREET","-25.437615","31.21118","5","Mpumalanga","5524","MP326 - City of Mbombela","83206024","54790207","BONGINHLANHLA HIGH SCHOOL","DAANTJIE, 1 DAANJTIE STREET, NELSPRUIT"
"NELSPRUIT","DAANTJIE","SIBUYILE","-25.43031","31.20396","5","Mpumalanga","5524","MP326 - City of Mbombela","83206024","54790308","SIBUYILE LUTHERAN CHURCH","DAANTJIE, SIBUYILE, NELSPRUIT"
"NELSPRUIT","PIENAAR","DAANTJIE TRUST","-25.43139","31.22887","5","Mpumalanga","5524","MP326 - City of Mbombela","83206024","54790757","NCAKINI HIGH SCHOOL","PIENAAR, DAANTJIE TRUST, NELSPRUIT"
"NELSPRUIT","SIBUYILE","1 DAANTJIE TRUST","-25.43278","31.20232","5","Mpumalanga","5524","MP326 - City of Mbombela","83206024","54790768","THE NEW PARADISE CHURCH IN ZION","SIBUYILE, 1 DAANTJIE TRUST, NELSPRUIT"
"NELSPRUIT","DAANTJIE","DAANTJIE","-25.43455","31.21107","5","Mpumalanga","5524","MP326 - City of Mbombela","83206024","54790858","SIYAKHULA PRIMARY SCHOOL","DAANTJIE, DAANTJIE, NELSPRUIT"
"HAZYVIEW","SANDRIVER VILLAGE","1 SANDRIVER STREET","-25.094294","31.140988","5","Mpumalanga","5524","MP326 - City of Mbombela","83206025","54740022","MAJIKA PRIMARY SCHOOL","SANDRIVER VILLAGE, 1 SANDRIVER STREET, HAZYVIEW"
"HAZYVIEW","NUMBI TRUST","NUMBI","-25.123696","31.149292","5","Mpumalanga","5524","MP326 - City of Mbombela","83206025","54740055","INKUZI HIGH SCHOOL","NUMBI TRUST, NUMBI, HAZYVIEW"
"HAZYVIEW","NKAMBENI TRUST","SAND RIVER VILAGE","-25.079888","31.144137","5","Mpumalanga","5524","MP326 - City of Mbombela","83206025","54740088","NKAMBENI PRIMARY SCHOOL","NKAMBENI TRUST, SAND RIVER VILAGE, HAZYVIEW"
"HAZYVIEW","SHABALALA","154 SHABALALA","-25.05122","31.16197","5","Mpumalanga","5524","MP326 - City of Mbombela","83206025","54740123","FAITH MISSION CHURCH","SHABALALA, 154 SHABALALA, HAZYVIEW"
"MBOMBELA [NELSPRUIT]","MAJIKA","SAND RIVER VILLAGE","-25.085295","31.142817","5","Mpumalanga","5524","MP326 - City of Mbombela","83206025","54740145","ALLIANCE CHURCH","MAJIKA, SAND RIVER VILLAGE, MBOMBELA [NELSPRUIT]"
"HAZYVIEW","HAZYVIEW","SHABALALA TRUST","-25.05862","31.16269","5","Mpumalanga","5524","MP326 - City of Mbombela","83206025","54740190","MPUNZANA PRIMARY SCHOOL","HAZYVIEW, SHABALALA TRUST, HAZYVIEW"
