"Town","Suburb","Street","Latitude","Longitude","ProvinceID","Province","MunicipalityID","Municipality","WardID","VDNumber","VotingDistrict","VDAddress"
"MIDDLEDRIFT","CWARU LOC","CWARU PRIMARY","-32.809831","27.040714","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209016","10890109","CWARU LOWER/HIGHER PRIMARY SCHOOL","CWARU LOC, CWARU PRIMARY, MIDDLEDRIFT"
"MIDDLEDRIFT","MIDDLEDRIFT","NKONKOBE","-32.778774","26.945078","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209016","10890457","UPPER REGU SCHOOL","MIDDLEDRIFT, NKONKOBE, MIDDLEDRIFT"
"ALICE (NKONKOBE)","MIDDLEDRIFT","NGELE LOCATION","-32.7643","27.010107","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209016","10890558","NGELE PRIMARY SCHOOL","MIDDLEDRIFT, NGELE LOCATION, ALICE (NKONKOBE)"
"ALICE (NKONKOBE)","THAFENI LOCATION","DEBE-NEK","-32.865794","27.113056","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209017","10890176","BHONGWELIHLE PRIMARY SCHOOL","THAFENI LOCATION, DEBE-NEK, ALICE (NKONKOBE)"
"DEBENEK-MIDDLEDRIFT","XHUKWANE LOCATION","XHUKWANE PRIMARY","-32.893225","27.165699","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209017","10890200","KNOX PRIMARY SCHOOL","XHUKWANE LOCATION, XHUKWANE PRIMARY, DEBENEK-MIDDLEDRIFT"
"DEBENECK","MAYIPASE","MAYIPASE","-32.864819","27.207458","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209017","10890211","MDIZENI PRIMARY SCHOOL","MAYIPASE, MAYIPASE, DEBENECK"
"DEBENEK-MIDDLEDRIFT","MNQABA LOCATION","MNQABA PRIMARY","-32.88665","27.10717","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209017","10890233","MNQABA LOWER/HIGHER PRIMARY SCHOOL","MNQABA LOCATION, MNQABA PRIMARY, DEBENEK-MIDDLEDRIFT"
"MIDDLEDRIFT","","QANDA LOCATION","-32.845834","27.059409","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209017","10890266","QANDA PRIMARY SCHOOL",", QANDA LOCATION, MIDDLEDRIFT"
"DEBENEK-MIDDLEDRIFT","AMAGQUNUKHWEBE","ZIHLAHLENI VILLAGE","-32.861722","27.182957","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209017","10890312","ZIHLAHLENI LOWER/HIGHER PRIMARY SCHOOL","AMAGQUNUKHWEBE, ZIHLAHLENI VILLAGE, DEBENEK-MIDDLEDRIFT"
"DEBE-NEK","AMAGQUNUKHWEBE","NONALITI LOCATION","-32.88232","27.137744","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209017","10890334","NONGWANE PRIMARY SCHOOL","AMAGQUNUKHWEBE, NONALITI LOCATION, DEBE-NEK"
"NKONKOBE","DEBE A/A","NTONGA VILLAGE","-32.878353","27.199862","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209017","10890345","NTONGA PRIMARY SCHOOL","DEBE A/A, NTONGA VILLAGE, NKONKOBE"
"NKONKOBE","DEBENECK,TRUSTINI","DAWUWA LOCATION","-32.846568","27.135984","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209017","10890356","DAWUWA PRIMARY SCHOOL","DEBENECK,TRUSTINI, DAWUWA LOCATION, NKONKOBE"
"NKONKOBE","DEBE-NEK","NGQOLOWA VILLAGE","-32.95134","26.99601","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209018","10890402","NGQOLOWA SHED HALL","DEBE-NEK, NGQOLOWA VILLAGE, NKONKOBE"
"ALICE","ALICE","SESHEGU LOCATION","-32.900064","26.793361","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209018","10950128","DALUBUHLE HIGH SCHOOL","ALICE, SESHEGU LOCATION, ALICE"
"ALICE","ZULU A/A","SHESHEGU VILLAGE","-32.91302","26.81871","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209018","10950139","SHESHEGU LOWER AND HIGHER PRIMARY SCHOOL","ZULU A/A, SHESHEGU VILLAGE, ALICE"
"ALICE","TYHALI LOCATION","LLOYD LOCATION","-32.81504","26.761345","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209018","10950140","SIPHUMILE PRIMARY SCHOOL","TYHALI LOCATION, LLOYD LOCATION, ALICE"
"ALICE","THEMBISA LOCATION","","-32.840586","26.788735","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209018","10950184","SISONKE LOWER PRIMARY SCHOOL","THEMBISA LOCATION, , ALICE"
"ALICE","ALICE","MGQWASHU","-32.95127","26.81655","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209018","10950195","MGQWASHU PRIMARY  SCHOOL","ALICE, MGQWASHU, ALICE"
"NKONKOBE","ALICE","KWEZANA VILLAGE","-32.79938","26.76413","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209018","10950229","CEASER MLUMBI PRIMARY SCHOOL","ALICE, KWEZANA VILLAGE, NKONKOBE"
"ALICE","PHUMLANI LOCATION","PHUMLANI","-32.8079","26.7948","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209018","10950331","SIVUYISIWE PRIMARY SCHOOL","PHUMLANI LOCATION, PHUMLANI, ALICE"
"ALICE","ZULU A/A","BALURA","-32.8823","26.75836","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209018","10950353","BALURA PRIMARY SCHOOL","ZULU A/A, BALURA, ALICE"
"KWAMAQOMA","ZWIDE LOCATION","535 MATYANA STREET","-32.7674","26.65225","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209019","10600018","TINIS  PRIMARY SCHOOL","ZWIDE LOCATION, 535 MATYANA STREET, KWAMAQOMA"
"FORT BEAUFORT","DORRINGTON LOCATION","JANUARY STREET","-32.77303","26.65446","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209019","10600029","EYABANTU SENIOR SECONDARY SCHOOL","DORRINGTON LOCATION, JANUARY STREET, FORT BEAUFORT"
"FORT BEAUFORT","DUBU LCATION","DORRINGTON","-32.76998","26.64611","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209019","10600108","ILINGELABANTU PRIMARY SCHOOL","DUBU LCATION, DORRINGTON, FORT BEAUFORT"
"FORT BEAUFORT","HILLSDE LOCATION","HILLSIDE","-32.751222","26.637917","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209020","10600041","HILLSIDE COMMUNITY HALL","HILLSDE LOCATION, HILLSIDE, FORT BEAUFORT"
"FORT BEAUFORT","","NTOLENI","-32.744238","26.650944","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209020","10830035","LINDANI HIGH SCHOOL",", NTOLENI, FORT BEAUFORT"
"FORT BEAUFORT","HEALDTOWN LOCATION","HEALDTOWN","-32.731955","26.704259","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209020","10830057","HEALDTOWN COMPREHENSIVE SCHOOL","HEALDTOWN LOCATION, HEALDTOWN, FORT BEAUFORT"
"NKONKOBE","WEZO VILLAGE","WEZO","-32.724193","26.647856","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209020","10830068","WEZO PRIMARY SCHOOL","WEZO VILLAGE, WEZO, NKONKOBE"
"FORT BEAUFORT","EMABHELENI LOCATION( HEALDTOWN)","","-32.716432","26.685773","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209020","10830147","DALUXOLO PRIMARY SCHOOL","EMABHELENI LOCATION( HEALDTOWN), , FORT BEAUFORT"
"ADELAIDE","LINGELETHU LOCATION","NJOLOZA STREET","-32.69192","26.31376","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209021","10540022","UNITED CONGREGATIONAL CHURCH","LINGELETHU LOCATION, NJOLOZA STREET, ADELAIDE"
"ADELAIDE","OLD LINGELETHU","NGALO LANE","-32.696287","26.306307","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209021","10540033","LINGELETHU COMMUNITY CENTRE","OLD LINGELETHU, NGALO LANE, ADELAIDE"
"ADELAIDE","ADELAIDE","MARKET SQUARE","-32.707685","26.295854","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209021","10540055","ADELAIDE TOWN HALL","ADELAIDE, MARKET SQUARE, ADELAIDE"
"ALICE","ALICE","KROEMIE FARM","-32.763371","26.435591","1","Eastern Cape","1147","EC129 - Raymond Mhlaba","21209021","10830158","MOUNT PLEASANT COM HALL","ALICE, KROEMIE FARM, ALICE"
"VENTERSTAD","VENTERSTAD","HOPLEY STREET","-30.775734","25.799834","1","Eastern Cape","1148","EC145 - Walter Sisulu","21405001","11440011","VENTERSTAD TOWN HALL","VENTERSTAD, HOPLEY STREET, VENTERSTAD"
"STEYNSBURG","KHAYAMNANDI","7 PAKA STREET","-31.282506","25.812693","1","Eastern Cape","1148","EC145 - Walter Sisulu","21405002","11320018","KHAYAMNANDI COMMUNITY HALL","KHAYAMNANDI, 7 PAKA STREET, STEYNSBURG"
